YEAR,MO,DY,WS50M
2015,8,1,4.06
2015,8,2,2.83
2015,8,3,1.1
2015,8,4,1.13
2015,8,5,3.34
2015,8,6,9.0
2015,8,7,16.15
2015,8,8,33.44
2015,8,9,17.25
2015,8,10,10.16
2015,8,11,8.89
2015,8,12,8.67
2015,8,13,9.49
2015,8,14,10.59
2015,8,15,10.03
2015,8,16,11.0
2015,8,17,8.05
2015,8,18,4.49
2015,8,19,6.04
2015,8,20,10.87
2015,8,21,14.23
2015,8,22,15.88
2015,8,23,13.18
2015,8,24,5.25
2015,8,25,4.36
2015,8,26,1.84
2015,8,27,6.99
2015,8,28,9.21
2015,8,29,10.58
2015,8,30,5.12
2015,8,31,5.69
2015,9,1,3.55
2015,9,2,5.25
2015,9,3,2.75
2015,9,4,3.06
2015,9,5,8.27
2015,9,6,8.68
2015,9,7,10.63
2015,9,8,11.27
2015,9,9,11.02
2015,9,10,10.21
2015,9,11,8.06
2015,9,12,8.89
2015,9,13,14.66
2015,9,14,13.45
2015,9,15,9.72
2015,9,16,9.28
2015,9,17,10.23
2015,9,18,8.43
2015,9,19,7.79
2015,9,20,5.19
2015,9,21,3.67
2015,9,22,2.95
2015,9,23,4.02
2015,9,24,3.85
2015,9,25,6.38
2015,9,26,11.19
2015,9,27,14.09
2015,9,28,23.02
2015,9,29,19.42
2015,9,30,1.68
2015,10,1,4.96
2015,10,2,12.37
2015,10,3,10.04
2015,10,4,7.94
2015,10,5,9.56
2015,10,6,11.05
2015,10,7,6.85
2015,10,8,2.64
2015,10,9,12.37
2015,10,10,10.2
2015,10,11,12.67
2015,10,12,14.09
2015,10,13,14.28
2015,10,14,12.64
2015,10,15,13.11
2015,10,16,15.12
2015,10,17,16.25
2015,10,18,17.01
2015,10,19,16.82
2015,10,20,16.4
2015,10,21,16.14
2015,10,22,14.95
2015,10,23,13.59
2015,10,24,12.01
2015,10,25,12.92
2015,10,26,7.18
2015,10,27,2.46
2015,10,28,9.99
2015,10,29,5.58
2015,10,30,8.77
2015,10,31,15.08
2015,11,1,11.84
2015,11,2,14.32
2015,11,3,14.82
2015,11,4,13.05
2015,11,5,8.76
2015,11,6,6.71
2015,11,7,2.35
2015,11,8,1.73
2015,11,9,10.62
2015,11,10,15.56
2015,11,11,13.88
2015,11,12,12.03
2015,11,13,5.3
2015,11,14,8.03
2015,11,15,11.25
2015,11,16,5.22
2015,11,17,1.42
2015,11,18,4.81
2015,11,19,9.91
2015,11,20,11.72
2015,11,21,12.05
2015,11,22,11.92
2015,11,23,13.48
2015,11,24,13.66
2015,11,25,13.09
2015,11,26,15.17
2015,11,27,14.64
2015,11,28,10.58
2015,11,29,8.79
2015,11,30,10.93
2015,12,1,9.26
2015,12,2,5.59
2015,12,3,15.11
2015,12,4,15.25
2015,12,5,12.5
2015,12,6,14.59
2015,12,7,15.61
2015,12,8,16.18
2015,12,9,11.16
2015,12,10,6.39
2015,12,11,12.19
2015,12,12,12.32
2015,12,13,10.98
2015,12,14,13.19
2015,12,15,15.08
2015,12,16,15.53
2015,12,17,16.61
2015,12,18,15.2
2015,12,19,14.7
2015,12,20,9.84
2015,12,21,10.43
2015,12,22,9.16
2015,12,23,3.55
2015,12,24,6.97
2015,12,25,12.86
2015,12,26,10.05
2015,12,27,11.44
2015,12,28,16.04
2015,12,29,14.38
2015,12,30,13.31
2015,12,31,15.97
2016,1,1,13.49
2016,1,2,6.48
2016,1,3,4.01
2016,1,4,4.12
2016,1,5,5.97
2016,1,6,12.71
2016,1,7,13.36
2016,1,8,12.07
2016,1,9,11.94
2016,1,10,10.05
2016,1,11,10.89
2016,1,12,13.44
2016,1,13,12.32
2016,1,14,10.12
2016,1,15,8.73
2016,1,16,9.86
2016,1,17,6.5
2016,1,18,13.08
2016,1,19,14.18
2016,1,20,13.08
2016,1,21,11.78
2016,1,22,13.29
2016,1,23,17.69
2016,1,24,12.71
2016,1,25,12.94
2016,1,26,10.9
2016,1,27,9.85
2016,1,28,4.98
2016,1,29,6.68
2016,1,30,13.19
2016,1,31,15.05
2016,2,1,17.49
2016,2,2,15.76
2016,2,3,13.11
2016,2,4,12.53
2016,2,5,14.61
2016,2,6,14.34
2016,2,7,8.2
2016,2,8,5.03
2016,2,9,6.02
2016,2,10,4.35
2016,2,11,3.05
2016,2,12,4.42
2016,2,13,9.14
2016,2,14,13.05
2016,2,15,14.71
2016,2,16,12.0
2016,2,17,12.58
2016,2,18,11.33
2016,2,19,9.02
2016,2,20,13.44
2016,2,21,14.52
2016,2,22,6.7
2016,2,23,14.84
2016,2,24,17.94
2016,2,25,17.07
2016,2,26,13.21
2016,2,27,9.4
2016,2,28,8.79
2016,2,29,14.69
2016,3,1,13.66
2016,3,2,9.46
2016,3,3,3.33
2016,3,4,3.74
2016,3,5,4.56
2016,3,6,4.78
2016,3,7,6.1
2016,3,8,4.35
2016,3,9,12.71
2016,3,10,16.43
2016,3,11,13.86
2016,3,12,10.56
2016,3,13,8.18
2016,3,14,16.31
2016,3,15,11.92
2016,3,16,6.29
2016,3,17,5.67
2016,3,18,8.23
2016,3,19,7.47
2016,3,20,12.15
2016,3,21,12.19
2016,3,22,7.24
2016,3,23,11.09
2016,3,24,16.72
2016,3,25,12.31
2016,3,26,11.18
2016,3,27,8.49
2016,3,28,8.95
2016,3,29,2.7
2016,3,30,3.95
2016,3,31,2.82
2016,4,1,5.84
2016,4,2,3.52
2016,4,3,8.04
2016,4,4,6.02
2016,4,5,2.82
2016,4,6,5.01
2016,4,7,9.43
2016,4,8,6.45
2016,4,9,3.6
2016,4,10,4.73
2016,4,11,11.06
2016,4,12,4.46
2016,4,13,7.74
2016,4,14,8.51
2016,4,15,8.09
2016,4,16,7.53
2016,4,17,6.03
2016,4,18,9.49
2016,4,19,11.37
2016,4,20,4.39
2016,4,21,8.89
2016,4,22,3.45
2016,4,23,7.96
2016,4,24,5.46
2016,4,25,5.05
2016,4,26,3.89
2016,4,27,7.91
2016,4,28,9.05
2016,4,29,11.69
2016,4,30,5.06
2016,5,1,1.31
2016,5,2,5.71
2016,5,3,5.94
2016,5,4,3.09
2016,5,5,5.15
2016,5,6,8.63
2016,5,7,4.9
2016,5,8,3.24
2016,5,9,7.22
2016,5,10,10.04
2016,5,11,11.54
2016,5,12,6.3
2016,5,13,10.48
2016,5,14,10.03
2016,5,15,4.48
2016,5,16,13.34
2016,5,17,11.54
2016,5,18,7.79
2016,5,19,7.78
2016,5,20,5.78
2016,5,21,5.22
2016,5,22,4.47
2016,5,23,6.4
2016,5,24,5.44
2016,5,25,3.86
2016,5,26,1.03
2016,5,27,4.7
2016,5,28,9.92
2016,5,29,10.51
2016,5,30,6.65
2016,5,31,8.42
2016,6,1,11.46
2016,6,2,6.06
2016,6,3,7.87
2016,6,4,9.34
2016,6,5,4.24
2016,6,6,4.25
2016,6,7,1.42
2016,6,8,1.84
2016,6,9,1.67
2016,6,10,1.9
2016,6,11,9.47
2016,6,12,14.09
2016,6,13,13.4
2016,6,14,10.17
2016,6,15,11.51
2016,6,16,12.22
2016,6,17,7.0
2016,6,18,5.55
2016,6,19,4.13
2016,6,20,6.34
2016,6,21,7.3
2016,6,22,8.45
2016,6,23,8.57
2016,6,24,8.21
2016,6,25,7.55
2016,6,26,5.17
2016,6,27,3.47
2016,6,28,7.02
2016,6,29,7.51
2016,6,30,6.03
2016,7,1,5.39
2016,7,2,7.1
2016,7,3,8.88
2016,7,4,5.67
2016,7,5,4.67
2016,7,6,7.48
2016,7,7,13.04
2016,7,8,20.31
2016,7,9,11.31
2016,7,10,11.21
2016,7,11,12.16
2016,7,12,12.36
2016,7,13,10.6
2016,7,14,10.01
2016,7,15,10.61
2016,7,16,10.7
2016,7,17,8.69
2016,7,18,6.71
2016,7,19,8.58
2016,7,20,8.23
2016,7,21,7.69
2016,7,22,7.11
2016,7,23,5.75
2016,7,24,3.05
2016,7,25,1.51
2016,7,26,3.77
2016,7,27,7.91
2016,7,28,7.14
2016,7,29,2.99
2016,7,30,5.44
2016,7,31,11.53
2016,8,1,9.29
2016,8,2,2.71
2016,8,3,3.02
2016,8,4,5.04
2016,8,5,3.34
2016,8,6,3.48
2016,8,7,6.7
2016,8,8,3.7
2016,8,9,1.93
2016,8,10,5.91
2016,8,11,7.83
2016,8,12,4.02
2016,8,13,4.23
2016,8,14,3.14
2016,8,15,2.54
2016,8,16,2.7
2016,8,17,2.76
2016,8,18,5.26
2016,8,19,4.35
2016,8,20,3.26
2016,8,21,2.59
2016,8,22,5.34
2016,8,23,6.54
2016,8,24,7.23
2016,8,25,3.54
2016,8,26,4.6
2016,8,27,6.61
2016,8,28,8.84
2016,8,29,10.16
2016,8,30,3.84
2016,8,31,4.22
2016,9,1,7.56
2016,9,2,7.02
2016,9,3,5.6
2016,9,4,9.85
2016,9,5,9.41
2016,9,6,4.19
2016,9,7,9.9
2016,9,8,6.66
2016,9,9,2.99
2016,9,10,2.43
2016,9,11,1.71
2016,9,12,7.64
2016,9,13,13.44
2016,9,14,22.4
2016,9,15,12.26
2016,9,16,5.28
2016,9,17,10.1
2016,9,18,4.87
2016,9,19,10.53
2016,9,20,13.8
2016,9,21,12.28
2016,9,22,11.76
2016,9,23,12.39
2016,9,24,12.38
2016,9,25,12.61
2016,9,26,14.39
2016,9,27,24.04
2016,9,28,16.44
2016,9,29,5.47
2016,9,30,2.34
2016,10,1,4.79
2016,10,2,5.39
2016,10,3,7.32
2016,10,4,7.06
2016,10,5,12.51
2016,10,6,15.5
2016,10,7,6.4
2016,10,8,8.96
2016,10,9,18.95
2016,10,10,16.04
2016,10,11,13.22
2016,10,12,15.99
2016,10,13,15.18
2016,10,14,15.76
2016,10,15,15.92
2016,10,16,13.27
2016,10,17,14.56
2016,10,18,13.45
2016,10,19,14.78
2016,10,20,13.0
2016,10,21,3.26
2016,10,22,7.94
2016,10,23,6.79
2016,10,24,10.15
2016,10,25,5.15
2016,10,26,3.27
2016,10,27,3.0
2016,10,28,4.64
2016,10,29,17.15
2016,10,30,16.51
2016,10,31,14.18
2016,11,1,18.14
2016,11,2,16.52
2016,11,3,15.22
2016,11,4,10.27
2016,11,5,6.17
2016,11,6,8.65
2016,11,7,5.39
2016,11,8,10.66
2016,11,9,15.14
2016,11,10,10.27
2016,11,11,12.07
2016,11,12,3.91
2016,11,13,3.81
2016,11,14,1.79
2016,11,15,12.3
2016,11,16,11.61
2016,11,17,8.79
2016,11,18,5.95
2016,11,19,5.15
2016,11,20,9.48
2016,11,21,6.99
2016,11,22,12.27
2016,11,23,17.14
2016,11,24,17.27
2016,11,25,14.63
2016,11,26,9.8
2016,11,27,15.7
2016,11,28,18.35
2016,11,29,15.15
2016,11,30,12.56
2016,12,1,15.05
2016,12,2,15.88
2016,12,3,13.23
2016,12,4,9.63
2016,12,5,10.56
2016,12,6,15.66
2016,12,7,12.85
2016,12,8,12.11
2016,12,9,14.24
2016,12,10,14.84
2016,12,11,14.24
2016,12,12,6.06
2016,12,13,7.43
2016,12,14,14.82
2016,12,15,16.1
2016,12,16,16.72
2016,12,17,11.96
2016,12,18,6.14
2016,12,19,7.57
2016,12,20,11.1
2016,12,21,6.64
2016,12,22,10.08
2016,12,23,18.0
2016,12,24,15.01
2016,12,25,11.62
2016,12,26,6.89
2016,12,27,17.66
2016,12,28,15.37
2016,12,29,16.72
2016,12,30,14.78
2016,12,31,13.8
2017,1,1,11.9
2017,1,2,8.57
2017,1,3,12.39
2017,1,4,11.26
2017,1,5,6.04
2017,1,6,8.5
2017,1,7,5.32
2017,1,8,9.02
2017,1,9,13.79
2017,1,10,12.47
2017,1,11,14.32
2017,1,12,12.33
2017,1,13,13.58
2017,1,14,15.85
2017,1,15,15.18
2017,1,16,14.33
2017,1,17,11.73
2017,1,18,9.18
2017,1,19,9.1
2017,1,20,15.85
2017,1,21,11.86
2017,1,22,14.96
2017,1,23,16.43
2017,1,24,14.86
2017,1,25,13.49
2017,1,26,13.8
2017,1,27,11.19
2017,1,28,9.16
2017,1,29,3.36
2017,1,30,13.81
2017,1,31,15.65
2017,2,1,15.95
2017,2,2,16.39
2017,2,3,12.01
2017,2,4,6.26
2017,2,5,9.76
2017,2,6,16.15
2017,2,7,14.74
2017,2,8,9.69
2017,2,9,13.77
2017,2,10,14.59
2017,2,11,14.58
2017,2,12,13.64
2017,2,13,12.88
2017,2,14,13.29
2017,2,15,9.15
2017,2,16,4.11
2017,2,17,3.36
2017,2,18,12.71
2017,2,19,7.53
2017,2,20,4.08
2017,2,21,14.96
2017,2,22,5.63
2017,2,23,13.93
2017,2,24,13.42
2017,2,25,12.82
2017,2,26,13.58
2017,2,27,14.81
2017,2,28,11.25
2017,3,1,5.33
2017,3,2,13.47
2017,3,3,10.38
2017,3,4,4.19
2017,3,5,2.29
2017,3,6,13.39
2017,3,7,12.09
2017,3,8,11.56
2017,3,9,9.87
2017,3,10,10.3
2017,3,11,12.36
2017,3,12,6.66
2017,3,13,5.52
2017,3,14,14.98
2017,3,15,13.93
2017,3,16,8.3
2017,3,17,10.95
2017,3,18,6.93
2017,3,19,9.66
2017,3,20,3.83
2017,3,21,13.3
2017,3,22,9.61
2017,3,23,9.53
2017,3,24,7.88
2017,3,25,10.83
2017,3,26,11.46
2017,3,27,10.25
2017,3,28,4.76
2017,3,29,5.82
2017,3,30,4.97
2017,3,31,11.14
2017,4,1,11.46
2017,4,2,9.56
2017,4,3,10.11
2017,4,4,2.87
2017,4,5,3.74
2017,4,6,4.84
2017,4,7,5.68
2017,4,8,4.52
2017,4,9,8.85
2017,4,10,11.81
2017,4,11,11.39
2017,4,12,14.8
2017,4,13,11.95
2017,4,14,3.6
2017,4,15,1.6
2017,4,16,3.2
2017,4,17,8.69
2017,4,18,4.25
2017,4,19,3.35
2017,4,20,6.89
2017,4,21,9.21
2017,4,22,12.34
2017,4,23,11.3
2017,4,24,6.9
2017,4,25,4.45
2017,4,26,6.58
2017,4,27,14.67
2017,4,28,10.18
2017,4,29,5.51
2017,4,30,1.64
2017,5,1,1.75
2017,5,2,2.07
2017,5,3,6.54
2017,5,4,3.76
2017,5,5,3.76
2017,5,6,8.21
2017,5,7,10.96
2017,5,8,4.39
2017,5,9,4.56
2017,5,10,6.21
2017,5,11,3.73
2017,5,12,6.72
2017,5,13,4.05
2017,5,14,4.37
2017,5,15,5.95
2017,5,16,10.02
2017,5,17,11.12
2017,5,18,11.38
2017,5,19,8.1
2017,5,20,7.64
2017,5,21,10.87
2017,5,22,8.35
2017,5,23,3.42
2017,5,24,8.44
2017,5,25,11.22
2017,5,26,10.36
2017,5,27,12.14
2017,5,28,11.14
2017,5,29,9.91
2017,5,30,3.59
2017,5,31,5.97
2017,6,1,10.85
2017,6,2,10.11
2017,6,3,6.85
2017,6,4,6.41
2017,6,5,2.9
2017,6,6,5.28
2017,6,7,6.42
2017,6,8,5.59
2017,6,9,1.94
2017,6,10,6.26
2017,6,11,7.02
2017,6,12,6.95
2017,6,13,9.27
2017,6,14,11.55
2017,6,15,6.0
2017,6,16,4.57
2017,6,17,8.09
2017,6,18,8.42
2017,6,19,11.16
2017,6,20,11.99
2017,6,21,11.46
2017,6,22,8.79
2017,6,23,7.87
2017,6,24,9.27
2017,6,25,11.51
2017,6,26,9.98
2017,6,27,6.08
2017,6,28,1.01
2017,6,29,2.18
2017,6,30,4.18
2017,7,1,4.41
2017,7,2,4.68
2017,7,3,4.82
2017,7,4,4.47
2017,7,5,2.95
2017,7,6,1.85
2017,7,7,8.79
2017,7,8,6.63
2017,7,9,6.3
2017,7,10,8.4
2017,7,11,6.28
2017,7,12,5.42
2017,7,13,5.42
2017,7,14,4.22
2017,7,15,1.84
2017,7,16,3.11
2017,7,17,3.52
2017,7,18,2.64
2017,7,19,3.37
2017,7,20,4.05
2017,7,21,1.86
2017,7,22,3.04
2017,7,23,3.69
2017,7,24,5.67
2017,7,25,4.77
2017,7,26,3.3
2017,7,27,3.05
2017,7,28,10.23
2017,7,29,16.66
2017,7,30,9.56
2017,7,31,17.35
2017,8,1,10.91
2017,8,2,6.24
2017,8,3,4.61
2017,8,4,6.58
2017,8,5,8.8
2017,8,6,9.32
2017,8,7,8.92
2017,8,8,10.52
2017,8,9,11.74
2017,8,10,11.37
2017,8,11,8.66
2017,8,12,7.8
2017,8,13,8.32
2017,8,14,8.86
2017,8,15,8.27
2017,8,16,6.24
2017,8,17,4.53
2017,8,18,2.68
2017,8,19,2.15
2017,8,20,2.28
2017,8,21,9.22
2017,8,22,12.28
2017,8,23,3.48
2017,8,24,1.6
2017,8,25,3.74
2017,8,26,4.62
2017,8,27,3.76
2017,8,28,3.74
2017,8,29,10.68
2017,8,30,11.47
2017,8,31,12.83
2017,9,1,15.03
2017,9,2,15.09
2017,9,3,6.84
2017,9,4,1.82
2017,9,5,3.27
2017,9,6,4.32
2017,9,7,6.74
2017,9,8,5.79
2017,9,9,3.35
2017,9,10,3.18
2017,9,11,3.97
2017,9,12,9.15
2017,9,13,14.13
2017,9,14,5.77
2017,9,15,2.41
2017,9,16,4.28
2017,9,17,7.12
2017,9,18,8.78
2017,9,19,3.52
2017,9,20,3.0
2017,9,21,2.57
2017,9,22,6.43
2017,9,23,6.68
2017,9,24,2.05
2017,9,25,2.96
2017,9,26,3.95
2017,9,27,6.67
2017,9,28,4.3
2017,9,29,11.65
2017,9,30,10.63
2017,10,1,3.01
2017,10,2,2.53
2017,10,3,8.2
2017,10,4,15.27
2017,10,5,13.41
2017,10,6,13.49
2017,10,7,16.3
2017,10,8,17.39
2017,10,9,14.81
2017,10,10,13.63
2017,10,11,14.87
2017,10,12,17.63
2017,10,13,21.45
2017,10,14,19.86
2017,10,15,10.51
2017,10,16,13.72
2017,10,17,16.38
2017,10,18,15.69
2017,10,19,16.65
2017,10,20,16.85
2017,10,21,14.94
2017,10,22,12.17
2017,10,23,13.01
2017,10,24,14.78
2017,10,25,13.83
2017,10,26,12.09
2017,10,27,12.89
2017,10,28,12.2
2017,10,29,15.79
2017,10,30,17.29
2017,10,31,14.43
2017,11,1,11.55
2017,11,2,10.91
2017,11,3,13.68
2017,11,4,20.6
2017,11,5,17.12
2017,11,6,12.08
2017,11,7,9.75
2017,11,8,15.79
2017,11,9,15.71
2017,11,10,11.27
2017,11,11,15.38
2017,11,12,12.74
2017,11,13,10.82
2017,11,14,11.02
2017,11,15,12.23
2017,11,16,10.3
2017,11,17,3.01
2017,11,18,14.0
2017,11,19,16.59
2017,11,20,14.59
2017,11,21,13.19
2017,11,22,11.11
2017,11,23,15.62
2017,11,24,15.66
2017,11,25,13.16
2017,11,26,11.61
2017,11,27,14.06
2017,11,28,11.45
2017,11,29,10.47
2017,11,30,16.14
2017,12,1,18.31
2017,12,2,16.08
2017,12,3,14.46
2017,12,4,15.24
2017,12,5,16.01
2017,12,6,12.69
2017,12,7,12.07
2017,12,8,16.73
2017,12,9,11.86
2017,12,10,8.7
2017,12,11,15.73
2017,12,12,14.7
2017,12,13,16.54
2017,12,14,14.81
2017,12,15,12.79
2017,12,16,17.39
2017,12,17,18.42
2017,12,18,16.06
2017,12,19,18.3
2017,12,20,16.71
2017,12,21,16.38
2017,12,22,12.77
2017,12,23,8.89
2017,12,24,8.38
2017,12,25,16.01
2017,12,26,13.76
2017,12,27,14.64
2017,12,28,10.62
2017,12,29,13.18
2017,12,30,12.28
2017,12,31,15.53
2018,1,1,14.29
2018,1,2,12.65
2018,1,3,11.57
2018,1,4,9.49
2018,1,5,11.82
2018,1,6,14.36
2018,1,7,8.12
2018,1,8,7.26
2018,1,9,11.44
2018,1,10,11.17
2018,1,11,14.02
2018,1,12,14.91
2018,1,13,14.39
2018,1,14,11.21
2018,1,15,11.39
2018,1,16,4.76
2018,1,17,9.37
2018,1,18,12.54
2018,1,19,12.88
2018,1,20,12.53
2018,1,21,11.21
2018,1,22,10.5
2018,1,23,12.88
